description,id_iaps,valence_mean,valence_standard_deviation,arousal_mean,arousal_standard_deviation,dominance_1_mean,dominance_1_standard_deviation,dominance_2_mean,dominance_2_standard_deviation,set_id
AttractiveMan,4572,6.1500000000000004,2.0600000000000001,4.7999999999999998,2.5699999999999998,5.9400000000000004,2.3399999999999999,,,9
AttractiveMan,4571,5.4900000000000002,1.52,3.54,2.3100000000000001,6.1299999999999999,1.8300000000000001,,,10
EroticMale,4561,5.0199999999999996,2.2799999999999998,4.3499999999999996,2.6699999999999999,5.1600000000000001,1.9399999999999999,,,10
EroticMale,4559,5.5300000000000002,1.8,4.8300000000000001,2.29,,,5.6200000000000001,1.8,15
EroticMale,4550,4.9500000000000002,2.3100000000000001,5,2.6600000000000001,5.5,2.3500000000000001,,,9
BeachBoys,4542,6.3300000000000001,1.9199999999999999,5.0800000000000001,2.4100000000000001,,,5.6600000000000001,1.8400000000000001,16
EroticMale,4538,5.9100000000000001,2.0299999999999998,4.6500000000000004,2.6299999999999999,,,5.54,2.0600000000000001,14
AttractiveMan,4537,5.6399999999999997,1.78,4.4900000000000002,2.4399999999999999,,,5.71,1.8999999999999999,13
AttractiveMan,4536,6.0099999999999998,1.49,3.9500000000000002,2.2999999999999998,6.0899999999999999,2.02,,,9
Weightlifter,4535,6.2699999999999996,1.7,4.9500000000000002,2.3199999999999998,6.2000000000000002,2.0800000000000001,6.3099999999999996,1.9099999999999999,7
MaleDancer,4534,5.7000000000000002,1.6799999999999999,4.1600000000000001,2.3700000000000001,6.0800000000000001,1.9299999999999999,5.6600000000000001,2.1600000000000001,7
AttractiveMan,4533,6.2199999999999998,2.2400000000000002,5.0099999999999998,2.4700000000000002,5.9100000000000001,1.95,,,8
AttractiveMan,4532,6.4000000000000004,1.78,4.1500000000000004,2.4399999999999999,6.1600000000000001,1.8400000000000001,,,8
EroticMale,4531,5.8099999999999996,1.9399999999999999,4.2800000000000002,2.7599999999999998,5.8700000000000001,1.96,,,8
EroticMale,4530,6.1900000000000004,1.8200000000000001,5.3099999999999996,2.3999999999999999,5.1900000000000004,2.0699999999999998,,,2
AttractiveMale,4525,6.5099999999999998,1.9099999999999999,5.1699999999999999,2.6299999999999999,5.6299999999999999,1.8,,,19
EroticMale,4520,6.1600000000000001,1.54,4.7999999999999998,2.25,5.7300000000000004,1.4399999999999999,,,3
EroticMale,4520,7.04,1.6399999999999999,5.4800000000000004,2.27,5.4800000000000004,1.5800000000000001,,,2
AttractiveMan,4510,5.5099999999999998,2.5,3.8900000000000001,2.8599999999999999,5.7599999999999998,2.8599999999999999,,,1
AttractiveMale,4505,6.21,1.8899999999999999,5.5199999999999996,2.2599999999999998,5.7599999999999998,1.8600000000000001,,,20
EroticMale,4503,6,1.52,4.9299999999999997,2.3500000000000001,,,5.5499999999999998,2.3100000000000001,14
AttractiveMan,4500,5.7000000000000002,2.1200000000000001,3.6800000000000002,2.4199999999999999,5.7199999999999998,2.4199999999999999,,,1
EroticMale,4490,6.2699999999999996,1.95,6.0599999999999996,2.4199999999999999,5.0300000000000002,1.9099999999999999,,,2
EroticMale,4470,5.8700000000000001,1.6299999999999999,4.8099999999999996,2.3100000000000001,5.4500000000000002,1.6100000000000001,,,3
EroticMale,4460,5.5999999999999996,1.6100000000000001,4.9400000000000004,2.0899999999999999,5.3399999999999999,1.79,,,3
AttractiveFem,4325,5.96,1.6499999999999999,5.1799999999999997,2.1899999999999999,5.5800000000000001,1.78,,,17
EroticFemale,4320,6.0099999999999998,2.1200000000000001,5.1100000000000003,2.3399999999999999,5.2400000000000002,2.1000000000000001,,,5
EroticFemale,4311,6.6600000000000001,1.76,6.6699999999999999,2.1899999999999999,,,5.6900000000000004,2.25,16
EroticFemale,4310,6.04,1.9399999999999999,5.4199999999999999,2.2400000000000002,5.7699999999999996,1.8200000000000001,,,3
EroticFemale,4302,4.9900000000000002,2.6400000000000001,5.6799999999999997,2.6899999999999999,4.9500000000000002,2.3799999999999999,,,10
EroticFemale,4300,5.7000000000000002,2.3599999999999999,5.9900000000000002,2.3399999999999999,5.5499999999999998,2.1000000000000001,,,3
EroticFemale,4290,7.6100000000000003,2.5600000000000001,7.2000000000000002,2.6299999999999999,5,2.3599999999999999,,,2
EroticFemale,4279,5.4699999999999998,2.04,4.3799999999999999,2.6099999999999999,5.6900000000000004,2.4199999999999999,,,9
AttractiveFem,4275,5.7000000000000002,2.0099999999999998,4.4100000000000001,2.4500000000000002,5.6699999999999999,2.4399999999999999,,,9
AttractiveFem,4274,5.4199999999999999,1.8300000000000001,4.1799999999999997,2.3900000000000001,5.4699999999999998,2.0600000000000001,,,10
EroticFemale,4255,6.0599999999999996,1.9199999999999999,5.1100000000000003,2.6400000000000001,,,5.5899999999999999,2.21,13
AttractiveFem,4250,6.79,2.0499999999999998,5.1600000000000001,2.7599999999999998,5.5700000000000003,1.96,,,6
EroticFemale,4240,5.3399999999999999,2.4399999999999999,4.8799999999999999,2.75,5.4400000000000004,2.6000000000000001,,,9
EroticFemale,4235,5.3899999999999997,2.5,5.29,2.75,4.9900000000000002,2.6499999999999999,,,10
Prostitute,4233,4.5599999999999996,1.8600000000000001,3.96,2.1499999999999999,5.6100000000000003,2.1299999999999999,,,9
EroticFemale,4232,5.9500000000000002,2.5299999999999998,6.2800000000000002,2.3100000000000001,5.6900000000000004,2.52,,,8
Prostitute,4230,4.8600000000000003,2.3399999999999999,4.7000000000000002,2.21,5.3799999999999999,2.4199999999999999,,,4
EroticFemale,4225,6.0899999999999999,1.8200000000000001,5.3899999999999997,2.3799999999999999,,,5.4900000000000002,1.9399999999999999,15
EroticFemale,4220,6.5999999999999996,1.72,5.1799999999999997,2.3300000000000001,5.9000000000000004,1.6299999999999999,,,3
EroticFemale,4220,8.0199999999999996,1.9299999999999999,7.1699999999999999,2.6899999999999999,5.3300000000000001,2.1200000000000001,,,2
EroticFemale,4210,5.7199999999999998,2.9700000000000002,6.0800000000000001,2.8100000000000001,5.54,2.8100000000000001,,,1
EroticFemale,4180,6.21,2.5699999999999998,5.54,2.8900000000000001,5.4400000000000004,2.8900000000000001,,,1
AttractiveFem,4150,6.5300000000000002,1.8600000000000001,4.8600000000000003,2.5499999999999998,5.4500000000000002,1.8100000000000001,,,5
EroticFemale,4142,5.4500000000000002,2.8199999999999998,5.5999999999999996,2.6099999999999999,,,4.9500000000000002,2.5299999999999998,13
EroticFemale,4141,5.5899999999999999,2.46,5.25,2.48,,,5.3899999999999997,2.4399999999999999,14
EroticFemales,4130,5.3600000000000003,2.1699999999999999,5.1500000000000004,2.29,5.5700000000000003,1.9299999999999999,,,18
MaleDancers,4100,6.1100000000000003,1.6599999999999999,4.3899999999999997,1.75,5.9299999999999997,1.71,,,3
Bikini,4090,6.1699999999999999,1.79,5.3899999999999997,2.3100000000000001,5.3700000000000001,1.97,,,17
EroticFemale,4085,5.71,2.3700000000000001,5.7699999999999996,2.52,5.4299999999999997,2.2000000000000002,,,18
AttractiveFem,4071,5.9699999999999998,1.8200000000000001,5.1399999999999997,2.3900000000000001,5.3099999999999996,2.0499999999999998,,,20
EroticFemale,4008,5.9100000000000001,2.2400000000000002,5.6600000000000001,2.3199999999999998,5.3399999999999999,2.0699999999999998,,,19
AttractiveFem,4007,6.2599999999999998,1.78,5.6299999999999999,2.2599999999999998,5.5700000000000003,1.95,,,17
EroticFemale,4006,6.0499999999999998,1.7,5.2699999999999996,2.27,,,5.54,1.97,15
EroticFemale,4005,5.4299999999999997,2.0800000000000001,5.0199999999999996,2,5.3899999999999997,2.1099999999999999,,,8
EroticFemale,4004,5.1399999999999997,1.8500000000000001,4.4400000000000004,2.1400000000000001,5.75,2.1299999999999999,5.4500000000000002,1.97,7
EroticFemale,4003,5.4800000000000004,2.0499999999999998,5.0899999999999999,2.0699999999999998,5.5899999999999999,2.2400000000000002,,,8
EroticFemale,4002,5.7800000000000002,2.4300000000000002,5.3200000000000003,2.6899999999999999,5.4699999999999998,2.3300000000000001,5.7300000000000004,2.21,7
EroticFemale,4001,5.2400000000000002,2.4500000000000002,5.2400000000000002,2.4900000000000002,5.7400000000000002,2.3999999999999999,5.46,2.02,7
Artist,4000,4.8200000000000003,1.6599999999999999,3.9700000000000002,2.1499999999999999,5.3499999999999996,1.96,,,10
Coach,3550.1999999999998,4.9199999999999999,1.6200000000000001,5.1299999999999999,2.2400000000000002,5.3799999999999999,2.02,,,11
PlaneCrash,3550.0999999999999,2.3500000000000001,1.3899999999999999,6.29,1.96,3.4700000000000002,2.1000000000000001,,,12
Injury,3550,2.54,1.6000000000000001,5.9199999999999999,2.1299999999999999,3.6400000000000001,1.8700000000000001,,,6
Attack,3530,1.8,1.3200000000000001,6.8200000000000003,2.0899999999999999,2.8100000000000001,1.97,,,6
Attack,3500,2.21,1.3400000000000001,6.9900000000000002,2.1899999999999999,2.3999999999999999,1.8799999999999999,,,5
SeveredHand,3400,2.3500000000000001,1.8999999999999999,6.9100000000000001,2.2200000000000002,3.6499999999999999,2.21,,,5
Fetus,3360,3.7799999999999998,2.0899999999999999,5.3899999999999997,2.1200000000000001,4.1799999999999997,2.0299999999999998,,,17
Infant,3350,1.8799999999999999,1.6699999999999999,5.7199999999999998,2.23,3.3799999999999999,2.3599999999999999,,,5
Incubator,3310,4.3700000000000001,2.54,5.4299999999999997,2,4.3200000000000003,2.1699999999999999,,,19
SickBaby,3302,4.5,2.48,5.7000000000000002,2.27,,,4.6699999999999999,2.2799999999999998,16
InjuredChild,3301,1.8,1.28,5.21,2.2599999999999998,3.71,2.1299999999999999,,,11
DisabledChild,3300,2.7400000000000002,1.5600000000000001,4.5499999999999998,2.0600000000000001,4.6399999999999997,1.97,,,6
DentalExam,3280,3.7200000000000002,1.8899999999999999,5.3899999999999997,2.3799999999999999,4.0599999999999996,1.99,,,5
Injury,3266,1.5600000000000001,0.97999999999999998,6.79,2.0899999999999999,2.8300000000000001,2.04,,,12
Tumor,3261,1.8200000000000001,1.3400000000000001,5.75,2.6400000000000001,3.5699999999999998,2.3799999999999999,,,9
OpenChest,3250,3.7799999999999998,1.72,6.29,1.6299999999999999,4.4500000000000002,1.99,,,3
DyingMan,3230,2.02,1.3,5.4100000000000001,2.21,2.9300000000000002,2.1800000000000002,,,3
Mutilation,3225,1.8200000000000001,1.22,5.9500000000000002,2.46,,,3.0800000000000001,2.1499999999999999,15
Hospital,3220,2.4900000000000002,1.29,5.5199999999999996,1.8600000000000001,3.5299999999999998,1.75,,,3
MedicalAssist,3216,3.2799999999999998,1.6399999999999999,5.3700000000000001,2,,,4.3099999999999996,2.04,15
BurnVictim,3215,2.5099999999999998,1.3200000000000001,5.4400000000000004,2.1600000000000001,,,3.8900000000000001,1.9199999999999999,16
Surgery,3213,2.96,1.9399999999999999,6.8200000000000003,2,3.9199999999999999,2.4399999999999999,,,20
Surgery,3212,2.79,1.6699999999999999,6.5700000000000003,1.99,4.0700000000000003,2.25,,,19
Surgery,3211,4.1500000000000004,1.9099999999999999,5.7199999999999998,1.9399999999999999,4.4000000000000004,2.2599999999999998,,,17
Surgery,3210,4.4900000000000002,1.9099999999999999,5.3899999999999997,1.9099999999999999,4.2999999999999998,2.1800000000000002,,,2
Stitches,3195,2.0600000000000001,1.23,6.3600000000000003,2.25,3.5499999999999998,2.1499999999999999,,,20
BatteredFem,3191,1.95,1.22,5.9500000000000002,2.1699999999999999,,,3.1899999999999999,2.0800000000000001,15
Scar,3190,3.6899999999999999,1.6699999999999999,5.0099999999999998,1.95,4.5300000000000002,2.0499999999999998,,,4
Stitches,3185,2.8100000000000001,1.52,5.4800000000000004,2.1800000000000002,4.2400000000000002,1.96,,,18
BatteredFem,3181,2.2999999999999998,1.4299999999999999,5.0599999999999996,2.1099999999999999,4.3099999999999996,2.3199999999999998,,,11
BatteredFem,3180,1.9199999999999999,1.1299999999999999,5.7699999999999996,2.21,4.0499999999999998,2.4199999999999999,,,4
BabyTumor,3170,1.46,1.01,7.21,1.99,2.7000000000000002,1.8899999999999999,,,3
Mutilation,3168,1.5600000000000001,1.0600000000000001,6,2.46,3.2400000000000002,2.3100000000000001,,,11
EyeDisease,3160,2.6299999999999999,1.23,5.3499999999999996,1.79,4.0800000000000001,1.8799999999999999,,,3
Mutilation,3150,2.2599999999999998,1.5700000000000001,6.5499999999999998,2.2000000000000002,3.3900000000000001,2.1499999999999999,,,2
DeadBody,3140,1.8300000000000001,1.1699999999999999,6.3600000000000003,1.97,3.2000000000000002,2.1699999999999999,,,2
Mutilation,3131,1.51,0.96999999999999997,6.6100000000000003,2.3399999999999999,2.73,1.9299999999999999,,,17
Mutilation,3130,1.5800000000000001,1.24,6.9699999999999998,2.0699999999999998,3.46,2.0699999999999998,,,1
DeadBody,3120,1.5600000000000001,1.0900000000000001,6.8399999999999999,2.3599999999999999,3.3199999999999998,2.3599999999999999,,,1
BurnVictim,3110,1.79,1.3,6.7000000000000002,2.1600000000000001,3.04,1.97,,,6
Injury,3103,2.0699999999999998,1.27,6.0599999999999996,2.2999999999999998,3.3700000000000001,2,,,18
BurnVictim,3102,1.3999999999999999,1.1399999999999999,6.5800000000000001,2.6899999999999999,2.1800000000000002,1.8999999999999999,2.4199999999999999,1.5600000000000001,7
BurntFace,3101,1.9099999999999999,1.1899999999999999,5.5999999999999996,2.46,,,3.48,2.1099999999999999,14
BurnVictim,3100,1.6000000000000001,1.0700000000000001,6.4900000000000002,2.23,3,2.1600000000000001,,,2
Mutilation,3080,1.48,0.94999999999999996,7.2199999999999998,1.97,2.8500000000000001,2.1000000000000001,,,6
Mutilation,3071,1.8799999999999999,1.3899999999999999,6.8600000000000003,2.0499999999999998,3.2799999999999998,2.1499999999999999,,,6
Mutilation,3069,1.7,1.4099999999999999,7.0300000000000002,2.4100000000000001,,,2.6200000000000001,2.2999999999999998,13
Mutilation,3068,1.8,1.5600000000000001,6.7699999999999996,2.4900000000000002,,,2.5099999999999998,2.2200000000000002,13
Mutilation,3064,1.45,0.96999999999999997,6.4100000000000001,2.6200000000000001,2.6299999999999999,2.04,,,10
Mutilation,3063,1.49,0.95999999999999996,6.3499999999999996,2.6000000000000001,2.7000000000000002,2.02,,,10
Mutilation,3062,1.8700000000000001,1.3100000000000001,5.7800000000000002,2.5699999999999998,3.73,2.5,,,9
Mutilation,3061,2.3199999999999998,1.6100000000000001,5.2800000000000002,2.6000000000000001,3.8199999999999998,2.23,,,9
Mutilation,3060,1.79,1.5600000000000001,7.1200000000000001,2.0899999999999999,2.9700000000000002,2.1099999999999999,,,5
Mutilation,3059,1.8100000000000001,1.24,6.4800000000000004,2.3199999999999998,2.8799999999999999,2.1000000000000001,,,20
BurnVictim,3053,1.3100000000000001,0.96999999999999997,6.9100000000000001,2.5699999999999998,2.3300000000000001,1.9399999999999999,2.1699999999999999,1.5900000000000001,7
Mutilation,3051,2.2999999999999998,1.8600000000000001,5.6200000000000001,2.4500000000000002,3.9199999999999999,2.2799999999999998,,,8
Mutilation,3030,1.9099999999999999,1.5600000000000001,6.7599999999999998,2.1000000000000001,3.6899999999999999,2.1000000000000001,,,1
Scream,3022,3.7000000000000002,1.9099999999999999,5.8799999999999999,2.0800000000000001,3.8399999999999999,2.0499999999999998,,,12
Organs,3019,2.9900000000000002,1.74,6.2999999999999998,2.1400000000000001,4.25,2.29,,,19
Mutilation,3017,2.4500000000000002,1.3500000000000001,5.3399999999999999,2.3900000000000001,,,3.6499999999999999,2.0299999999999998,15
Mutilation,3016,1.8999999999999999,1.3100000000000001,5.8200000000000003,2.4399999999999999,,,3.0699999999999998,2.0899999999999999,16
Accident,3015,1.52,0.94999999999999996,5.9000000000000004,2.8199999999999998,2.8399999999999999,2.1299999999999999,,,11
Mutilation,3010,1.79,1.28,7.2599999999999998,1.8600000000000001,2.8799999999999999,2.1400000000000001,,,3
Mutilation,3010,1.71,1.1899999999999999,7.1600000000000001,2.2400000000000002,2.8799999999999999,2.4100000000000001,,,2
Gold,3005.1999999999998,5.9800000000000004,1.8999999999999999,4.8399999999999999,2.1800000000000002,,,5.9699999999999998,1.97,13
OpenGrave,3005.0999999999999,1.6299999999999999,1.1899999999999999,6.2000000000000002,2.54,,,2.77,2.2400000000000002,14
HeadlessBody,3001,1.6200000000000001,1.1399999999999999,6.6399999999999997,2.54,2.6600000000000001,2,,,18
Mutilation,3000,1.5900000000000001,1.3500000000000001,7.3399999999999999,2.27,2.73,2.1699999999999999,,,4
Mutilation,3000,1.45,1.2,7.2599999999999998,2.1000000000000001,2.9900000000000002,2.1000000000000001,,,1
DeerHead,2981,2.7599999999999998,1.9399999999999999,5.9699999999999998,2.1200000000000001,,,4.1600000000000001,2.3999999999999999,14
FoodBasket,2980,5.6100000000000003,1.5,3.0899999999999999,1.9099999999999999,,,6.2999999999999998,2.0600000000000001,13
SmilingGirl,2900.1999999999998,6.6200000000000001,1.97,4.5199999999999996,1.9199999999999999,5.7300000000000004,1.95,,,12
CryingBoy,2900.0999999999999,2.5600000000000001,1.4099999999999999,4.6100000000000003,2.0699999999999998,4.8300000000000001,2.2599999999999998,,,11
CryingBoy,2900,2.4500000000000002,1.4199999999999999,5.0899999999999999,2.1499999999999999,3.6400000000000001,1.7,,,5
Twins,2890,4.9500000000000002,1.0900000000000001,2.9500000000000002,1.8700000000000001,5.9900000000000002,1.9299999999999999,,,9
Shadow,2880,5.1799999999999997,1.4399999999999999,2.96,1.9399999999999999,6.0099999999999998,2.0499999999999998,,,9
Teenager,2870,5.3099999999999996,1.4099999999999999,3.0099999999999998,1.72,6.1699999999999999,2.0899999999999999,,,9
Tourist,2850,5.2199999999999998,1.3899999999999999,3,1.9399999999999999,5.8700000000000001,1.97,,,10
Chess,2840,4.9100000000000001,1.52,2.4300000000000002,1.8200000000000001,5.5599999999999996,1.9299999999999999,,,6
Woman,2830,4.7300000000000004,1.6000000000000001,3.6400000000000001,2.23,5.3300000000000001,2.1499999999999999,,,9
Gun,2811,2.1699999999999999,1.3799999999999999,6.9000000000000004,2.2200000000000002,,,2.5499999999999998,2.21,15
Boy,2810,4.3099999999999996,1.6499999999999999,4.4699999999999998,1.9199999999999999,5.6900000000000004,2.29,,,4
SadChild,2800,1.78,1.1399999999999999,5.4900000000000002,2.1099999999999999,3.3999999999999999,2.3199999999999998,,,4
Funeral,2799,2.4199999999999999,1.4099999999999999,5.0199999999999996,1.99,,,3.5600000000000001,2.0600000000000001,15
Boy,2795,3.9199999999999999,1.77,4.7000000000000002,2,,,4.8300000000000001,2.04,14
Balloons,2791,6.6399999999999997,1.7,3.8300000000000001,2.0899999999999999,6.25,1.74,,,8
Actor,2780,4.7699999999999996,1.76,4.8600000000000003,2.0499999999999998,,,5.1500000000000004,2,13
Mask,2770,4.3700000000000001,1.6899999999999999,5.1100000000000003,2.0499999999999998,,,4.8200000000000003,1.95,15
Alcoholic,2753,3.1699999999999999,1.75,4.29,2.2200000000000002,4.4800000000000004,2.3799999999999999,,,10
Alcoholic,2752,4.0700000000000003,1.8400000000000001,4.2999999999999998,1.9399999999999999,4.8399999999999999,2.1499999999999999,,,10
DrunkDriving,2751,2.6699999999999999,1.8700000000000001,5.1799999999999997,2.3900000000000001,4.0099999999999998,2.3300000000000001,,,9
Bum,2750,2.5600000000000001,1.3200000000000001,4.3099999999999996,1.8100000000000001,4.4800000000000004,2.1600000000000001,,,6
Smoking,2749,5.04,1.3899999999999999,3.7599999999999998,2.0299999999999998,5.3499999999999996,1.9399999999999999,,,12
Shoplifter,2745.1999999999998,3.9100000000000001,2,5.1699999999999999,2.1400000000000001,,,5.4400000000000004,2.1200000000000001,13
Shopping,2745.0999999999999,5.3099999999999996,1.0800000000000001,3.2599999999999998,1.96,,,6.29,1.96,14
NativeBoy,2730,2.4500000000000002,2.25,6.7999999999999998,2.21,3.9399999999999999,2.5499999999999998,,,4
Jail,2722,3.4700000000000002,1.6499999999999999,3.52,2.0499999999999998,5.3399999999999999,2.3399999999999999,,,9
Urinating,2720,5.4299999999999997,1.5900000000000001,3.4300000000000002,1.9099999999999999,5.9199999999999999,2.2799999999999998,,,4
DrugAddict,2718,3.6499999999999999,1.5800000000000001,4.46,2.0299999999999998,,,5.21,2.21,15
DrugAddict,2717,2.5800000000000001,1.3200000000000001,5.7000000000000002,2.1600000000000001,,,3.9100000000000001,2.3900000000000001,16
Pipe,2716,3.54,1.79,4.9699999999999998,2.2400000000000002,,,4.7000000000000002,2.29,16
Smoking,2715,3.2799999999999998,1.95,4.3499999999999996,2.27,,,5.1699999999999999,2.54,13
DrugAddict,2710,2.52,1.6899999999999999,5.46,2.29,4.6299999999999999,2.5600000000000001,,,4
Soldiers,2704,4.8499999999999996,1.8899999999999999,5.2999999999999998,2.1600000000000001,,,4.8600000000000003,1.96,15
SadChildren,2703,1.9099999999999999,1.26,5.7800000000000002,2.25,,,3.1499999999999999,1.95,16
BingeEating,2702,5.21,1.6100000000000001,3.9199999999999999,2.3399999999999999,5.7000000000000002,2.2999999999999998,,,9
Woman,2700,3.1899999999999999,1.5600000000000001,4.7699999999999996,1.97,4.4400000000000004,2.04,,,4
Refugees,2695,4.0099999999999998,1.5800000000000001,4.4699999999999998,1.9199999999999999,,,4.4299999999999997,2.1499999999999999,13
Police,2694,3.5499999999999998,1.72,5.0499999999999998,2.1600000000000001,,,4.6799999999999997,2.4300000000000002,13
Bomb,2692,3.3599999999999999,1.6100000000000001,5.3499999999999996,2.1899999999999999,3.8700000000000001,2.3900000000000001,,,10
Riot,2691,3.04,1.73,5.8499999999999996,2.0299999999999998,4.3899999999999997,2.5299999999999998,4.0700000000000003,2.02,7
Terrorist,2690,4.7800000000000002,1.4299999999999999,4.0199999999999996,2.0699999999999998,4.9100000000000001,2.1800000000000002,,,4
Hunters,2688,2.73,2.0699999999999998,5.9800000000000004,2.2200000000000002,,,3.9900000000000002,2.4199999999999999,14
War,2683,2.6200000000000001,1.78,6.21,2.1499999999999999,,,3.4300000000000002,2.3999999999999999,13
Police,2682,3.6899999999999999,1.6499999999999999,4.4800000000000004,2.1000000000000001,4.0199999999999996,2.3199999999999998,,,9
Police,2681,4.04,1.6000000000000001,4.9699999999999998,2.2599999999999998,3.8399999999999999,2.3999999999999999,,,10
Baby,2661,3.8999999999999999,2.4900000000000002,5.7599999999999998,2.1299999999999999,4.4800000000000004,2.3700000000000001,4.2999999999999998,2.0899999999999999,7
Baby,2660,7.75,1.48,4.4400000000000004,2.4100000000000001,6.4400000000000004,2.2400000000000002,,,5
Child,2655,6.8799999999999999,2.0899999999999999,4.5700000000000003,2.1899999999999999,6.1399999999999997,2.3300000000000001,,,12
Boy,2650,7.2699999999999996,1.6699999999999999,4.2800000000000002,2.4100000000000001,5.7400000000000002,1.8600000000000001,,,6
Cowboy,2635,5.2199999999999998,1.6499999999999999,4.4199999999999999,1.98,,,5.3399999999999999,1.9299999999999999,14
Male,2630,6.3499999999999996,1.9199999999999999,3.9199999999999999,2.5299999999999998,5.9699999999999998,2.2200000000000002,,,4
Woman,2620,5.9299999999999997,1.6299999999999999,2.7200000000000002,2.1600000000000001,6.1100000000000003,2.21,,,4
Dancer,2616,5.9699999999999998,1.77,4.96,2.0499999999999998,5.5800000000000001,1.79,,,12
Dance,2606,5.9199999999999999,1.5800000000000001,4.7800000000000002,2.21,,,6.1200000000000001,1.79,15
Dance,2605,6.2599999999999998,1.45,5.0300000000000002,2.1600000000000001,,,5.9100000000000001,1.8600000000000001,16
Beer,2600,5.8399999999999999,1.8500000000000001,4.1600000000000001,1.74,5.8399999999999999,1.6299999999999999,,,3
Family,2598,7.1900000000000004,1.3,3.73,1.8400000000000001,,,6.0700000000000003,1.79,15
Market,2597,5.6100000000000003,1.26,4.0899999999999999,2.1000000000000001,,,5.1799999999999997,1.8300000000000001,16
Women,2595,4.8799999999999999,1.24,3.71,1.8799999999999999,,,5.6399999999999997,1.9299999999999999,14
City,2594,6.0499999999999998,1.3100000000000001,3.8399999999999999,1.98,,,5.7800000000000002,1.8500000000000001,15
Men,2593,5.7999999999999998,1.3400000000000001,3.4199999999999999,1.8400000000000001,,,5.9100000000000001,1.6899999999999999,16
ElderlyWoman,2590,3.2599999999999998,1.9199999999999999,3.9300000000000002,1.9399999999999999,4.3099999999999996,2.1400000000000001,,,5
Chess,2580,5.71,1.4099999999999999,2.79,1.78,5.8799999999999999,1.8899999999999999,,,9
Bakers,2579,5.5300000000000002,1.3500000000000001,3.8500000000000001,2,,,5.8600000000000003,1.8200000000000001,14
Propeller,2575,5.46,1.1499999999999999,4.1600000000000001,2.1000000000000001,6.1100000000000003,1.79,,,11
Man,2570,4.7800000000000002,1.24,2.7599999999999998,1.9199999999999999,5.7199999999999998,1.9099999999999999,,,10
Picnic,2560,6.3399999999999999,1.53,3.4900000000000002,2.0699999999999998,6.0599999999999996,1.8500000000000001,,,10
Couple,2550,7.7699999999999996,1.4299999999999999,4.6799999999999997,2.4300000000000002,6.2199999999999998,1.9399999999999999,,,5
Mother,2540,7.6299999999999999,1.51,3.9700000000000002,2.3300000000000001,5.96,2.2200000000000002,,,3
Couple,2530,7.7999999999999998,1.55,3.9900000000000002,2.1099999999999999,5.9900000000000002,1.8999999999999999,,,3
Women,2525,4.0599999999999996,1.9299999999999999,3.9300000000000002,2.1600000000000001,5.3200000000000003,2.3300000000000001,,,19
ManW/Dog,2521,5.7800000000000002,1.52,4.0999999999999996,1.8500000000000001,5.4299999999999997,1.73,,,20
ElderlyMan,2520,4.1299999999999999,1.8999999999999999,4.2199999999999998,1.6899999999999999,4.4400000000000004,2.3300000000000001,,,3
Quilting,2518,5.6699999999999999,1.6599999999999999,3.3100000000000001,1.8799999999999999,5.7999999999999998,1.95,,,11
ElderlyWoman,2516,4.9000000000000004,1.4299999999999999,3.5,1.8799999999999999,5.54,2.04,,,12
Harvest,2515,6.0899999999999999,1.54,3.7999999999999998,2.1200000000000001,6.5199999999999996,1.73,,,11
Woman,2514,5.1900000000000004,1.0900000000000001,3.5,1.8100000000000001,5.8499999999999996,1.8300000000000001,,,11
Woman,2513,5.7999999999999998,1.29,3.29,1.6699999999999999,,,5.9199999999999999,1.71,15
Man,2512,4.8600000000000003,0.83999999999999997,3.46,1.75,,,5.4699999999999998,1.53,16
Woman,2511,6.21,1.6200000000000001,3.4100000000000001,1.96,5.8099999999999996,1.6899999999999999,,,19
ElderlyWoman,2510,6.9100000000000001,1.9099999999999999,4,2.1000000000000001,5.46,2.0800000000000001,,,2
Woman,2506,5.6699999999999999,1.23,3.5,1.9399999999999999,,,5.7999999999999998,1.8200000000000001,15
Couple,2501,6.8899999999999997,1.78,3.0899999999999999,2.21,5.6299999999999999,2.1000000000000001,,,6
Man,2500,6.1600000000000001,1.54,3.6099999999999999,1.9099999999999999,5.5700000000000003,1.5700000000000001,,,2
NeutralMale,2499,5.3399999999999999,1.4299999999999999,3.0800000000000001,1.73,,,5.7400000000000002,1.9099999999999999,13
Man,2495,5.2199999999999998,1.1000000000000001,3.1899999999999999,1.76,5.7699999999999996,1.9299999999999999,,,11
NeutralMale,2493,4.8200000000000003,1.27,3.3399999999999999,2.1000000000000001,,,5.4699999999999998,2.0499999999999998,13
SickMan,2491,4.1399999999999997,1.29,3.4100000000000001,1.73,,,4.9699999999999998,1.98,13
Man,2490,3.3199999999999998,1.8200000000000001,3.9500000000000002,2,4.7199999999999998,2.0299999999999998,,,5
Musician,2489,5.6600000000000001,1.4399999999999999,3.7999999999999998,1.9299999999999999,5.6699999999999999,1.78,,,19
Musician,2488,5.7300000000000004,1.1399999999999999,3.9100000000000001,1.8700000000000001,5.4000000000000004,1.5800000000000001,,,17
Musician,2487,5.2000000000000002,1.8,4.0499999999999998,1.9199999999999999,5.8099999999999996,2.0899999999999999,,,12
Man,2485,5.6900000000000004,1.3600000000000001,3.7400000000000002,1.8400000000000001,6.1200000000000001,1.6599999999999999,,,11
